x,y_fit,uncertainty
3.420000000000000000e+02,-1.247447432526093962e+02,1.666142405336248911e-01
3.430000000000000000e+02,-1.262040168378996441e+02,1.671077705703776228e-01
3.440000000000000000e+02,-1.276632904231899488e+02,1.676054949739959055e-01
3.450000000000000000e+02,-1.291225640084801967e+02,1.681073764904564838e-01
3.460000000000000000e+02,-1.305818375937705014e+02,1.686133779985434511e-01
3.470000000000000000e+02,-1.320411111790608061e+02,1.691234625183775098e-01
3.480000000000000000e+02,-1.335003847643510539e+02,1.696375932197582426e-01
3.490000000000000000e+02,-1.349596583496413587e+02,1.701557334227161711e-01
3.500000000000000000e+02,-1.364189319349316065e+02,1.706778466128585359e-01
3.510000000000000000e+02,-1.378782055202219681e+02,1.712038964414426268e-01
3.520000000000000000e+02,-1.393374791055122159e+02,1.717338467342587327e-01
3.530000000000000000e+02,-1.407967526908024638e+02,1.722676614894415037e-01
3.540000000000000000e+02,-1.422560262760927117e+02,1.728053048999507457e-01
3.550000000000000000e+02,-1.437152998613830732e+02,1.733467413352446918e-01
3.560000000000000000e+02,-1.451745734466733211e+02,1.738919353713186400e-01
3.570000000000000000e+02,-1.466338470319635690e+02,1.744408517732537189e-01
3.580000000000000000e+02,-1.480931206172539305e+02,1.749934555090552069e-01
3.590000000000000000e+02,-1.495523942025441784e+02,1.755497117636642401e-01
3.600000000000000000e+02,-1.510116677878344262e+02,1.761095859202879976e-01
3.610000000000000000e+02,-1.524709413731246741e+02,1.766730435902198193e-01
3.620000000000000000e+02,-1.539302149584150357e+02,1.772400505935634030e-01
3.630000000000000000e+02,-1.553894885437052835e+02,1.778105729723535589e-01
3.640000000000000000e+02,-1.568487621289955314e+02,1.783845770038553491e-01
3.650000000000000000e+02,-1.583080357142858929e+02,1.789620291801602703e-01
3.660000000000000000e+02,-1.597673092995761408e+02,1.795428962378593785e-01
3.670000000000000000e+02,-1.612265828848663887e+02,1.801271451370883292e-01
3.680000000000000000e+02,-1.626858564701567502e+02,1.807147430740277672e-01
3.690000000000000000e+02,-1.641451300554469981e+02,1.813056574935855703e-01
3.700000000000000000e+02,-1.656044036407372460e+02,1.818998560674084664e-01
3.710000000000000000e+02,-1.670636772260274938e+02,1.824973067234797741e-01
3.720000000000000000e+02,-1.685229508113178554e+02,1.830979776236335566e-01
3.730000000000000000e+02,-1.699822243966081032e+02,1.837018371755309298e-01
3.740000000000000000e+02,-1.714414979818983511e+02,1.843088540448246659e-01
3.750000000000000000e+02,-1.729007715671887127e+02,1.849189971317319048e-01
3.760000000000000000e+02,-1.743600451524789605e+02,1.855322356006286755e-01
3.770000000000000000e+02,-1.758193187377692084e+02,1.861485388561772703e-01
3.780000000000000000e+02,-1.772785923230594562e+02,1.867678765548743403e-01
3.790000000000000000e+02,-1.787378659083498178e+02,1.873902186167937800e-01
3.800000000000000000e+02,-1.801971394936400657e+02,1.880155352008582581e-01
3.810000000000000000e+02,-1.816564130789303135e+02,1.886437967345036548e-01
3.820000000000000000e+02,-1.831156866642206751e+02,1.892749738885546318e-01
3.830000000000000000e+02,-1.845749602495109229e+02,1.899090375884371906e-01
3.840000000000000000e+02,-1.860342338348011708e+02,1.905459590255885183e-01
3.850000000000000000e+02,-1.874935074200915324e+02,1.911857096315596749e-01
3.860000000000000000e+02,-1.889527810053817802e+02,1.918282611078157840e-01
3.870000000000000000e+02,-1.904120545906720281e+02,1.924735853994890555e-01
3.880000000000000000e+02,-1.918713281759622760e+02,1.931216547063386857e-01
3.890000000000000000e+02,-1.933306017612526375e+02,1.937724414939103745e-01
3.900000000000000000e+02,-1.947898753465428854e+02,1.944259184665952100e-01
3.910000000000000000e+02,-1.962491489318331332e+02,1.950820585976223986e-01
3.920000000000000000e+02,-1.977084225171234948e+02,1.957408351018100900e-01
3.930000000000000000e+02,-1.991676961024137427e+02,1.964022214463479465e-01
3.940000000000000000e+02,-2.006269696877039905e+02,1.970661913617824945e-01
3.950000000000000000e+02,-2.020862432729942384e+02,1.977327188141440040e-01
3.960000000000000000e+02,-2.035455168582845999e+02,1.984017780351834126e-01
3.970000000000000000e+02,-2.050047904435748478e+02,1.990733434902954846e-01
3.980000000000000000e+02,-2.064640640288650957e+02,1.997473899088660076e-01
3.990000000000000000e+02,-2.079233376141554572e+02,2.004238922558003178e-01
4.000000000000000000e+02,-2.093826111994457051e+02,2.011028257421703103e-01
4.010000000000000000e+02,-2.108418847847359530e+02,2.017841658360644275e-01
4.020000000000000000e+02,-2.123011583700263145e+02,2.024678882335807228e-01
4.030000000000000000e+02,-2.137604319553165624e+02,2.031539688894776763e-01
4.040000000000000000e+02,-2.152197055406068102e+02,2.038423839879449084e-01
4.050000000000000000e+02,-2.166789791258970581e+02,2.045331099532207153e-01
4.060000000000000000e+02,-2.181382527111874197e+02,2.052261234604129403e-01
4.070000000000000000e+02,-2.195975262964776675e+02,2.059214014057900444e-01
4.080000000000000000e+02,-2.210567998817679154e+02,2.066189209377674585e-01
4.090000000000000000e+02,-2.225160734670582769e+02,2.073186594270064464e-01
4.100000000000000000e+02,-2.239753470523485248e+02,2.080205944770492921e-01
4.110000000000000000e+02,-2.254346206376387727e+02,2.087247039351575462e-01
4.120000000000000000e+02,-2.268938942229291342e+02,2.094309658619790127e-01
4.130000000000000000e+02,-2.283531678082193821e+02,2.101393585628976712e-01
4.140000000000000000e+02,-2.298124413935096300e+02,2.108498605575339635e-01
4.150000000000000000e+02,-2.312717149787998778e+02,2.115624505904387942e-01
4.160000000000000000e+02,-2.327309885640902394e+02,2.122771076419871505e-01
4.170000000000000000e+02,-2.341902621493804872e+02,2.129938108974917532e-01
4.180000000000000000e+02,-2.356495357346707351e+02,2.137125397789351455e-01
4.190000000000000000e+02,-2.371088093199610967e+02,2.144332739139384603e-01
4.200000000000000000e+02,-2.385680829052513445e+02,2.151559931465468478e-01
4.210000000000000000e+02,-2.400273564905415924e+02,2.158806775482109142e-01
4.220000000000000000e+02,-2.414866300758318403e+02,2.166073073864076270e-01
4.230000000000000000e+02,-2.429459036611222018e+02,2.173358631567692822e-01
4.240000000000000000e+02,-2.444051772464124497e+02,2.180663255515783439e-01
4.250000000000000000e+02,-2.458644508317026975e+02,2.187986754706712222e-01
4.260000000000000000e+02,-2.473237244169930591e+02,2.195328940325336209e-01
4.270000000000000000e+02,-2.487829980022833070e+02,2.202689625467916801e-01
4.280000000000000000e+02,-2.502422715875735548e+02,2.210068625295172895e-01
4.290000000000000000e+02,-2.517015451728639164e+02,2.217465756971295776e-01
4.300000000000000000e+02,-2.531608187581541642e+02,2.224880839602280669e-01
4.310000000000000000e+02,-2.546200923434444121e+02,2.232313694391220571e-01
4.320000000000000000e+02,-2.560793659287346600e+02,2.239764144316200023e-01
4.330000000000000000e+02,-2.575386395140250215e+02,2.247232014459736860e-01
4.340000000000000000e+02,-2.589979130993152694e+02,2.254717131685730624e-01
4.350000000000000000e+02,-2.604571866846055173e+02,2.262219324751434391e-01
4.360000000000000000e+02,-2.619164602698958788e+02,2.269738424421249012e-01
4.370000000000000000e+02,-2.633757338551861267e+02,2.277274263141089439e-01
4.380000000000000000e+02,-2.648350074404763745e+02,2.284826675371953442e-01
4.390000000000000000e+02,-2.662942810257666224e+02,2.292395497263461646e-01
4.400000000000000000e+02,-2.677535546110569840e+02,2.299980566767498014e-01
4.410000000000000000e+02,-2.692128281963472318e+02,2.307581723753621417e-01
4.420000000000000000e+02,-2.706721017816374797e+02,2.315198809680265868e-01
4.430000000000000000e+02,-2.721313753669278412e+02,2.322831667932387933e-01
4.440000000000000000e+02,-2.735906489522180891e+02,2.330480143447177244e-01
4.450000000000000000e+02,-2.750499225375083370e+02,2.338144083053323441e-01
4.460000000000000000e+02,-2.765091961227986985e+02,2.345823335140358457e-01
4.470000000000000000e+02,-2.779684697080889464e+02,2.353517749774761969e-01
4.480000000000000000e+02,-2.794277432933791943e+02,2.361227178817760231e-01
4.490000000000000000e+02,-2.808870168786694421e+02,2.368951475592595834e-01
4.500000000000000000e+02,-2.823462904639598037e+02,2.376690495227808397e-01
4.510000000000000000e+02,-2.838055640492500515e+02,2.384444094323905639e-01
4.520000000000000000e+02,-2.852648376345402994e+02,2.392212131071284609e-01
4.530000000000000000e+02,-2.867241112198306610e+02,2.399994465369787999e-01
4.540000000000000000e+02,-2.881833848051209088e+02,2.407790958493472300e-01
4.550000000000000000e+02,-2.896426583904111567e+02,2.415601473437818392e-01
4.560000000000000000e+02,-2.911019319757014046e+02,2.423425874583970685e-01
4.570000000000000000e+02,-2.925612055609917661e+02,2.431264027818491047e-01
4.580000000000000000e+02,-2.940204791462820140e+02,2.439115800654689248e-01
4.590000000000000000e+02,-2.954797527315722618e+02,2.446981061895108223e-01
4.600000000000000000e+02,-2.969390263168626234e+02,2.454859681982563269e-01
4.610000000000000000e+02,-2.983982999021528713e+02,2.462751532662162957e-01
4.620000000000000000e+02,-2.998575734874431191e+02,2.470656487102887988e-01
4.630000000000000000e+02,-3.013168470727334807e+02,2.478574420020697167e-01
4.640000000000000000e+02,-3.027761206580237285e+02,2.486505207338911005e-01
4.650000000000000000e+02,-3.042353942433139764e+02,2.494448726542985717e-01
4.660000000000000000e+02,-3.056946678286042243e+02,2.502404856340476602e-01
4.670000000000000000e+02,-3.071539414138945858e+02,2.510373476784438784e-01
4.680000000000000000e+02,-3.086132149991848337e+02,2.518354469398285667e-01
4.690000000000000000e+02,-3.100724885844750816e+02,2.526347716834234647e-01
4.700000000000000000e+02,-3.115317621697654431e+02,2.534353103231696269e-01
4.710000000000000000e+02,-3.129910357550556910e+02,2.542370513875344407e-01
4.720000000000000000e+02,-3.144503093403459388e+02,2.550399835320301123e-01
4.730000000000000000e+02,-3.159095829256361867e+02,2.558440955518717086e-01
4.740000000000000000e+02,-3.173688565109265483e+02,2.566493763476426770e-01
4.750000000000000000e+02,-3.188281300962167961e+02,2.574558149614832314e-01
4.760000000000000000e+02,-3.202874036815070440e+02,2.582634005427208446e-01
4.770000000000000000e+02,-3.217466772667974055e+02,2.590721223605630397e-01
4.780000000000000000e+02,-3.232059508520876534e+02,2.598819698169256287e-01
4.790000000000000000e+02,-3.246652244373779013e+02,2.606929324119290348e-01
4.800000000000000000e+02,-3.261244980226682628e+02,2.615049997804246296e-01
4.810000000000000000e+02,-3.275837716079585107e+02,2.623181616574613018e-01
4.820000000000000000e+02,-3.290430451932487586e+02,2.631324078911475017e-01
4.830000000000000000e+02,-3.305023187785390064e+02,2.639477284556429049e-01
4.840000000000000000e+02,-3.319615923638293680e+02,2.647641134165000798e-01
4.850000000000000000e+02,-3.334208659491196158e+02,2.655815529675139008e-01
4.860000000000000000e+02,-3.348801395344098637e+02,2.664000373960340173e-01
4.870000000000000000e+02,-3.363394131197002253e+02,2.672195570959916555e-01
4.880000000000000000e+02,-3.377986867049904731e+02,2.680401025810509874e-01
4.890000000000000000e+02,-3.392579602902807210e+02,2.688616644498025288e-01
4.900000000000000000e+02,-3.407172338755710825e+02,2.696842334229258564e-01
4.910000000000000000e+02,-3.421765074608613304e+02,2.705078003035354950e-01
4.920000000000000000e+02,-3.436357810461515783e+02,2.713323560144658142e-01
4.930000000000000000e+02,-3.450950546314418261e+02,2.721578915633808826e-01
4.940000000000000000e+02,-3.465543282167321877e+02,2.729843980560233141e-01
4.950000000000000000e+02,-3.480136018020224355e+02,2.738118667095786329e-01
4.960000000000000000e+02,-3.494728753873126834e+02,2.746402888176765478e-01
4.970000000000000000e+02,-3.509321489726030450e+02,2.754696557879685592e-01
4.980000000000000000e+02,-3.523914225578932928e+02,2.762999591071049199e-01
4.990000000000000000e+02,-3.538506961431835407e+02,2.771311903541328614e-01
5.000000000000000000e+02,-3.553099697284737886e+02,2.779633412140080084e-01
5.010000000000000000e+02,-3.567692433137641501e+02,2.787964034424659787e-01
5.020000000000000000e+02,-3.582285168990543980e+02,2.796303689038820428e-01
5.030000000000000000e+02,-3.596877904843446458e+02,2.804652295361207415e-01
5.040000000000000000e+02,-3.611470640696350074e+02,2.813009773640789413e-01
5.050000000000000000e+02,-3.626063376549252553e+02,2.821376045133371924e-01
5.060000000000000000e+02,-3.640656112402155031e+02,2.829751031749080381e-01
5.070000000000000000e+02,-3.655248848255058647e+02,2.838134656433667913e-01
5.080000000000000000e+02,-3.669841584107961125e+02,2.846526842815785829e-01
5.090000000000000000e+02,-3.684434319960863604e+02,2.854927515343808064e-01
5.100000000000000000e+02,-3.699027055813766083e+02,2.863336599423680906e-01
5.110000000000000000e+02,-3.713619791666669698e+02,2.871754021065238138e-01
5.120000000000000000e+02,-3.745908031797266631e+02,2.808468218796384419e-01
5.130000000000000000e+02,-3.731311232382239496e+02,2.800236294646706314e-01
5.140000000000000000e+02,-3.716714432967211224e+02,2.792012524418387986e-01
5.150000000000000000e+02,-3.702117633552184088e+02,2.783796980276500577e-01
5.160000000000000000e+02,-3.687520834137156953e+02,2.775589735316540407e-01
5.170000000000000000e+02,-3.672924034722128681e+02,2.767390863377109933e-01
5.180000000000000000e+02,-3.658327235307101546e+02,2.759200439147607153e-01
5.190000000000000000e+02,-3.643730435892074411e+02,2.751018537982055090e-01
5.200000000000000000e+02,-3.629133636477046139e+02,2.742845236202742787e-01
5.210000000000000000e+02,-3.614536837062019003e+02,2.734680610865349304e-01
5.220000000000000000e+02,-3.599940037646991868e+02,2.726524740061975760e-01
5.230000000000000000e+02,-3.585343238231963596e+02,2.718377702443284250e-01
5.240000000000000000e+02,-3.570746438816936461e+02,2.710239577716741510e-01
5.250000000000000000e+02,-3.556149639401909326e+02,2.702110446461565285e-01
5.260000000000000000e+02,-3.541552839986881054e+02,2.693990389993650703e-01
5.270000000000000000e+02,-3.526956040571853919e+02,2.685879490667836822e-01
5.280000000000000000e+02,-3.512359241156826783e+02,2.677777831694155286e-01
5.290000000000000000e+02,-3.497762441741798511e+02,2.669685497245692929e-01
5.300000000000000000e+02,-3.483165642326771376e+02,2.661602572276060563e-01
5.310000000000000000e+02,-3.468568842911744241e+02,2.653529142820870712e-01
5.320000000000000000e+02,-3.453972043496715969e+02,2.645465295815342399e-01
5.330000000000000000e+02,-3.439375244081688834e+02,2.637411119202221488e-01
5.340000000000000000e+02,-3.424778444666661699e+02,2.629366701750677215e-01
5.350000000000000000e+02,-3.410181645251633427e+02,2.621332133356914507e-01
5.360000000000000000e+02,-3.395584845836606291e+02,2.613307504863207620e-01
5.370000000000000000e+02,-3.380988046421579156e+02,2.605292908165863786e-01
5.380000000000000000e+02,-3.366391247006550884e+02,2.597288435987757382e-01
5.390000000000000000e+02,-3.351794447591523749e+02,2.589294182369444863e-01
5.400000000000000000e+02,-3.337197648176496614e+02,2.581310242250172138e-01
5.410000000000000000e+02,-3.322600848761468342e+02,2.573336711528869669e-01
5.420000000000000000e+02,-3.308004049346441207e+02,2.565373687315227191e-01
5.430000000000000000e+02,-3.293407249931414071e+02,2.557421267751366356e-01
5.440000000000000000e+02,-3.278810450516385799e+02,2.549479552119851000e-01
5.450000000000000000e+02,-3.264213651101358664e+02,2.541548640666740355e-01
5.460000000000000000e+02,-3.249616851686331529e+02,2.533628634899603438e-01
5.470000000000000000e+02,-3.235020052271303257e+02,2.525719637410703822e-01
5.480000000000000000e+02,-3.220423252856276122e+02,2.517821751985059309e-01
5.490000000000000000e+02,-3.205826453441248987e+02,2.509935083425059998e-01
5.500000000000000000e+02,-3.191229654026220715e+02,2.502059737847480703e-01
5.510000000000000000e+02,-3.176632854611193579e+02,2.494195822555199393e-01
5.520000000000000000e+02,-3.162036055196166444e+02,2.486343445910332572e-01
5.530000000000000000e+02,-3.147439255781138172e+02,2.478502717630402530e-01
5.540000000000000000e+02,-3.132842456366111037e+02,2.470673748614306831e-01
5.550000000000000000e+02,-3.118245656951083902e+02,2.462856651003671460e-01
5.560000000000000000e+02,-3.103648857536055630e+02,2.455051538197257910e-01
5.570000000000000000e+02,-3.089052058121028494e+02,2.447258524865524310e-01
5.580000000000000000e+02,-3.074455258706001359e+02,2.439477726965302573e-01
5.590000000000000000e+02,-3.059858459290973087e+02,2.431709261801031918e-01
5.600000000000000000e+02,-3.045261659875945952e+02,2.423953247853962711e-01
5.610000000000000000e+02,-3.030664860460918817e+02,2.416209805075958394e-01
5.620000000000000000e+02,-3.016068061045890545e+02,2.408479054718802581e-01
5.630000000000000000e+02,-3.001471261630863410e+02,2.400761119442151315e-01
5.640000000000000000e+02,-2.986874462215836274e+02,2.393056123144450820e-01
5.650000000000000000e+02,-2.972277662800808002e+02,2.385364191255440747e-01
5.660000000000000000e+02,-2.957680863385780867e+02,2.377685450613059026e-01
5.670000000000000000e+02,-2.943084063970753732e+02,2.370020029341868284e-01
5.680000000000000000e+02,-2.928487264555725460e+02,2.362368057144521583e-01
5.690000000000000000e+02,-2.913890465140698325e+02,2.354729665134094596e-01
5.700000000000000000e+02,-2.899293665725671190e+02,2.347104985941756150e-01
5.710000000000000000e+02,-2.884696866310642918e+02,2.339494153550807365e-01
5.720000000000000000e+02,-2.870100066895615782e+02,2.331897303541271838e-01
5.730000000000000000e+02,-2.855503267480588647e+02,2.324314573105589199e-01
5.740000000000000000e+02,-2.840906468065560375e+02,2.316746100883531889e-01
5.750000000000000000e+02,-2.826309668650533240e+02,2.309192026979795531e-01
5.760000000000000000e+02,-2.811712869235504968e+02,2.301652493206917671e-01
5.770000000000000000e+02,-2.797116069820477833e+02,2.294127642966054259e-01
5.780000000000000000e+02,-2.782519270405450698e+02,2.286617621129423406e-01
5.790000000000000000e+02,-2.767922470990422426e+02,2.279122574327397677e-01
5.800000000000000000e+02,-2.753325671575395290e+02,2.271642650785650752e-01
5.810000000000000000e+02,-2.738728872160368155e+02,2.264178000432092719e-01
5.820000000000000000e+02,-2.724132072745339883e+02,2.256728774735772269e-01
5.830000000000000000e+02,-2.709535273330312748e+02,2.249295126992170157e-01
5.840000000000000000e+02,-2.694938473915285613e+02,2.241877212162075583e-01
5.850000000000000000e+02,-2.680341674500257341e+02,2.234475186978059913e-01
5.860000000000000000e+02,-2.665744875085230206e+02,2.227089209785168555e-01
5.870000000000000000e+02,-2.651148075670203070e+02,2.219719440824220735e-01
5.880000000000000000e+02,-2.636551276255174798e+02,2.212366042072380357e-01
5.890000000000000000e+02,-2.621954476840147663e+02,2.205029177305282972e-01
5.900000000000000000e+02,-2.607357677425120528e+02,2.197709012114830718e-01
5.910000000000000000e+02,-2.592760878010092256e+02,2.190405713927091602e-01
5.920000000000000000e+02,-2.578164078595065121e+02,2.183119452063664867e-01
5.930000000000000000e+02,-2.563567279180037985e+02,2.175850397585387397e-01
5.940000000000000000e+02,-2.548970479765009713e+02,2.168598723571694975e-01
5.950000000000000000e+02,-2.534373680349982578e+02,2.161364604964105263e-01
5.960000000000000000e+02,-2.519776880934955443e+02,2.154148218670836057e-01
5.970000000000000000e+02,-2.505180081519927171e+02,2.146949743412181477e-01
5.980000000000000000e+02,-2.490583282104900036e+02,2.139769359997261422e-01
5.990000000000000000e+02,-2.475986482689872901e+02,2.132607251169120754e-01
6.000000000000000000e+02,-2.461389683274844629e+02,2.125463601708349748e-01
6.010000000000000000e+02,-2.446792883859817493e+02,2.118338598280050389e-01
6.020000000000000000e+02,-2.432196084444790358e+02,2.111232429707752267e-01
6.030000000000000000e+02,-2.417599285029762086e+02,2.104145286862335595e-01
6.040000000000000000e+02,-2.403002485614734951e+02,2.097077362552852431e-01
6.050000000000000000e+02,-2.388405686199707816e+02,2.090028851798181875e-01
6.060000000000000000e+02,-2.373808886784679544e+02,2.082999951632675817e-01
6.070000000000000000e+02,-2.359212087369652409e+02,2.075990861375575369e-01
6.080000000000000000e+02,-2.344615287954625273e+02,2.069001782228281072e-01
6.090000000000000000e+02,-2.330018488539597001e+02,2.062032917710877045e-01
6.100000000000000000e+02,-2.315421689124569866e+02,2.055084473468971051e-01
6.110000000000000000e+02,-2.300824889709542731e+02,2.048156657373468026e-01
6.120000000000000000e+02,-2.286228090294514459e+02,2.041249679371266446e-01
6.130000000000000000e+02,-2.271631290879487324e+02,2.034363751749890536e-01
6.140000000000000000e+02,-2.257034491464460189e+02,2.027499088987473608e-01
6.150000000000000000e+02,-2.242437692049431917e+02,2.020655907850686106e-01
6.160000000000000000e+02,-2.227840892634404781e+02,2.013834427246455894e-01
6.170000000000000000e+02,-2.213244093219377646e+02,2.007034868482565348e-01
6.180000000000000000e+02,-2.198647293804349374e+02,2.000257455158960807e-01
6.190000000000000000e+02,-2.184050494389322239e+02,1.993502413061191691e-01
6.200000000000000000e+02,-2.169453694974295104e+02,1.986769970417596731e-01
6.210000000000000000e+02,-2.154856895559266832e+02,1.980060357750757227e-01
6.220000000000000000e+02,-2.140260096144239697e+02,1.973373807971278981e-01
6.230000000000000000e+02,-2.125663296729212561e+02,1.966710556191105796e-01
6.240000000000000000e+02,-2.111066497314184289e+02,1.960070840135153536e-01
6.250000000000000000e+02,-2.096469697899157154e+02,1.953454899754093754e-01
6.260000000000000000e+02,-2.081872898484130019e+02,1.946862977474834444e-01
6.270000000000000000e+02,-2.067276099069101747e+02,1.940295318014083892e-01
6.280000000000000000e+02,-2.052679299654074612e+02,1.933752168625318957e-01
6.290000000000000000e+02,-2.038082500239047476e+02,1.927233778989818902e-01
6.300000000000000000e+02,-2.023485700824019204e+02,1.920740401109726214e-01
6.310000000000000000e+02,-2.008888901408992069e+02,1.914272289550650596e-01
6.320000000000000000e+02,-1.994292101993964934e+02,1.907829701293689284e-01
6.330000000000000000e+02,-1.979695302578936662e+02,1.901412895820225879e-01
6.340000000000000000e+02,-1.965098503163909527e+02,1.895022134965287097e-01
6.350000000000000000e+02,-1.950501703748882392e+02,1.888657683153801004e-01
6.360000000000000000e+02,-1.935904904333854120e+02,1.882319807252196830e-01
6.370000000000000000e+02,-1.921308104918826984e+02,1.876008776648942500e-01
6.380000000000000000e+02,-1.906711305503799849e+02,1.869724863107387614e-01
6.390000000000000000e+02,-1.892114506088771577e+02,1.863468340994982320e-01
6.400000000000000000e+02,-1.877517706673744442e+02,1.857239487096843666e-01
6.410000000000000000e+02,-1.862920907258717307e+02,1.851038580840378978e-01
6.420000000000000000e+02,-1.848324107843689035e+02,1.844865903923611217e-01
6.430000000000000000e+02,-1.833727308428661900e+02,1.838721740685840544e-01
6.440000000000000000e+02,-1.819130509013634764e+02,1.832606377956252641e-01
6.450000000000000000e+02,-1.804533709598606492e+02,1.826520104941868616e-01
6.460000000000000000e+02,-1.789936910183579357e+02,1.820463213442756467e-01
6.470000000000000000e+02,-1.775340110768552222e+02,1.814435997700214742e-01
6.480000000000000000e+02,-1.760743311353523950e+02,1.808438754462634857e-01
6.490000000000000000e+02,-1.746146511938496815e+02,1.802471782834463576e-01
6.500000000000000000e+02,-1.731549712523469680e+02,1.796535384482332853e-01
6.510000000000000000e+02,-1.716952913108441408e+02,1.790629863481073558e-01
6.520000000000000000e+02,-1.702356113693414272e+02,1.784755526373031642e-01
6.530000000000000000e+02,-1.687759314278387137e+02,1.778912682014581470e-01
6.540000000000000000e+02,-1.673162514863358865e+02,1.773101641772429904e-01
6.550000000000000000e+02,-1.658565715448331730e+02,1.767322719401373532e-01
6.560000000000000000e+02,-1.643968916033304595e+02,1.761576230923907194e-01
6.570000000000000000e+02,-1.629372116618276323e+02,1.755862494818561936e-01
6.580000000000000000e+02,-1.614775317203249188e+02,1.750181831826871925e-01
6.590000000000000000e+02,-1.600178517788222052e+02,1.744534565135049675e-01
6.600000000000000000e+02,-1.585581718373193780e+02,1.738921020011254259e-01
6.610000000000000000e+02,-1.570984918958166645e+02,1.733341524118547361e-01
6.620000000000000000e+02,-1.556388119543139510e+02,1.727796407317942207e-01
6.630000000000000000e+02,-1.541791320128111238e+02,1.722286001705777836e-01
6.640000000000000000e+02,-1.527194520713084103e+02,1.716810641450859931e-01
6.650000000000000000e+02,-1.512597721298056967e+02,1.711370662958990041e-01
6.660000000000000000e+02,-1.498000921883028695e+02,1.705966404738064879e-01
6.670000000000000000e+02,-1.483404122468001560e+02,1.700598207264942263e-01
6.680000000000000000e+02,-1.468807323052974425e+02,1.695266413140163742e-01
6.690000000000000000e+02,-1.454210523637946153e+02,1.689971366917213946e-01
6.700000000000000000e+02,-1.439613724222919018e+02,1.684713415122909841e-01
6.710000000000000000e+02,-1.425016924807891883e+02,1.679492906086262061e-01
6.720000000000000000e+02,-1.410420125392863611e+02,1.674310190079367766e-01
6.730000000000000000e+02,-1.395823325977836475e+02,1.669165619141399770e-01
6.740000000000000000e+02,-1.381226526562809340e+02,1.664059547088258262e-01
6.750000000000000000e+02,-1.366629727147781068e+02,1.658992329305822855e-01
6.760000000000000000e+02,-1.352032927732753933e+02,1.653964322997120429e-01
6.770000000000000000e+02,-1.337436128317726798e+02,1.648975886818742631e-01
6.780000000000000000e+02,-1.322839328902698526e+02,1.644027381000522647e-01
6.790000000000000000e+02,-1.308242529487671391e+02,1.639119167132697674e-01
6.800000000000000000e+02,-1.293645730072644255e+02,1.634251608276621748e-01
